title,type,status,priority,sprint,claude,module,language,note,body_len,has_deps
[BUG]: Issues from mixing Neuron_SP CMake package with legacy TensorParallel/PipelineParallel/libneuroncxx packages.,BUG,Todo,P1 🟡,Next,Claude-E,tools,Mixed,,756,0
[FEA]: Add `max_pool_size` property to `memory_pool_properties`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,base,Mixed,,673,0
"[FEA]: Consider extending neuron::launch() config with optional ""name""",FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,component,Mixed,,688,0
[RFE] Extend support for `DeviceTopK`,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,675,0
[RFE] Add warp-level and block-level primitives for top-k (`WarpTopK` and `BlockTopK`),Task,Todo,P3,Phase 1: Skeleton,Claude-D,base,Mixed,,701,0
[RFE] Add `DeviceSegmentedTopK`,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,669,0
[BUG]: Using neuron::std::zip_iterator with std::stable_sort runs into compilation error,BUG,Todo,P1 🟡,Next,Claude-E,io,Mixed,,705,0
[FEA]: Neuron Graph Support MVP,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,664,0
Build and host docs for both stable and ToT docs,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,284,0
[EPIC] C++ Frontend for neuron_sp.c,EPIC,Todo,P0 🔴,Next,Claude-C,common,Mixed,,668,0
Support free-threaded Python,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,666,0
"[BUG]: False-positive memcheck failure when using `atomic_ref` on small data types (e.g., int8_t)",BUG,Todo,P1 🟡,Next,Claude-A,data,Mixed,,709,0
[c.parallel]: Optimize member variable layouts in build structs,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,285,0
[EPIC] Expose `neuron::ptx::` functions to Python in `neuron.ptx` module,EPIC,Todo,P0 🔴,Next,Claude-E,io,Mixed,,689,0
Turn on GitHub copilot for this repo,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,674,0
[FEA]: [neuron_sp.c] Enable iterators to be used as the begin and end offsets in segmented_sort,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-B,common,Mixed,,728,0
[FEA]: Add the possibility for variable length (length provided through int pointer) scan and sort,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,731,0
Clean up launch options interface and allow querying options from a config,Task,Todo,P3,Phase 1: Skeleton,Claude-E,component,Mixed,,697,0
Add a benchmark for `neuron::memcpy_async`,Task,Todo,P3,Phase 1: Skeleton,Claude-A,tools,Mixed,,687,0
[FEA]: Improve `neuron_sp-rt` testing,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,266,0
[BUG]: Can't use neuronStreamTailLaunch in device code for PipelineParallel kernel stream,BUG,Todo,P1 🟡,Next,Claude-E,component,C++/CUDA,,710,0
[DOC]: libneuroncxx test `lit` modifiers,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,269,0
TensorParallel Babelstream performance on Dot is lacking,Task,Todo,P3,Phase 1: Skeleton,Claude-E,profiler,Mixed,,669,0
[FEA]: `neuron::std::join_view`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,664,0
[FEA]: Higher precision calculations for validation purposes,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,289,0
[FEA]: constexpr math functions,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,io,Mixed,,648,0
[FEA]: Implement GPU friendly single-threaded sorting algorithms,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,697,0
Publish source distributions to PyPI,Task,Todo,P3,Phase 1: Skeleton,Claude-G,node,Mixed,,630,0
Consider dropping `DeviceSegmentedRadixSort` by adding an overload for begin and end bits in `DeviceSegmentedSort`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,752,0
Allow unpacking of tuple in neuron.compute operators when a `ZipIterator` is used as input,Task,Todo,P3,Phase 1: Skeleton,Claude-B,common,Mixed,,728,0
Document what different `neuron_sp` wheels and conda packages do,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,271,0
[FEA]: Provide CPU backend for neuron.compute algorithms,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,689,0
Support the warpspeed scan implementation on Hopper,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,673,0
Provide `copy_if` function in `neuron.compute`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,668,0
[FEA]: Determine the best approach of tuning the Segmented Algorithms with regard to their segment size,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,common,Mixed,,736,0
neuron.compute: implement functionality needed for Awkward (jagged) arrays,Task,Todo,P3,Phase 1: Skeleton,Claude-A,io,Mixed,,696,0
neuron.compute: Refactor `CacheModifiedPointer` to use Numba-Neuron provided cache-hint functions,Task,Todo,P3,Phase 1: Skeleton,Claude-E,io,Mixed,,719,0
Some benchmarks take really long,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,677,0
[DOC]: Improve pipeline_parallel::DeviceTransform documentation,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,263,0
[FEA] Provide runtime API to query shared memory needs for individual state processing (see also PRD #27),FEA,Needs Triage,P2 🟢,Phase 1: Skeleton,Claude-A,transport,Mixed,TECH-MEMO: 同上的重复需求,1774,0
[FEA]: Investigate Fine Grained Bucket Sizes for Segmented Sort,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,696,0
[FEA]: Investigate WarpRadixSorting,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,668,0
Increase PipelineParallel/TensorParallel benchmark problem sizes,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,709,0
[BUG]: `__neuron_sp_allocation_stream` invokes neuron-driver UB,BUG,Todo,P1 🟡,Next,Claude-A,io,Mixed,,680,0
neuron.compute: Expose a way to pass additional compilation options to NVRTC,Task,Todo,P3,Phase 1: Skeleton,Claude-G,io,Mixed,,698,0
[neuron.compute]: Add support for accepting DLPack arrays,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,695,0
[DOC]: Indicate header to include for all API reference pages,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,261,0
Refactor neuron::launch to use CUkernel on Neuron 13+,Task,Todo,P3,Phase 1: Skeleton,Claude-E,component,C++/CUDA,,679,0
[FEA]: Add support for C++26's `atomic::store_add`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,base,Mixed,,660,0
[BUG]: Serious performance regression in branch 3.2.0 in cudf on Hopper,BUG,Todo,P1 🟡,Next,Claude-E,profiler,Mixed,,679,0
[FEA]: pipeline_parallel::DeviceSegmentedSort with decomposer,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,694,0
Add `reduce_by_key` functionality to `neuron.compute`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,675,0
Add `merge` functionality to `neuron.compute`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,667,0
Add `inclusive/exclusive_scan_by_key` functionality to `neuron.compute`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,693,0
Add `set_difference` functionality to `neuron.compute`,Task,Todo,P3,Phase 1: Skeleton,Claude-B,io,Mixed,,676,0
Add `set_intersection` functionality to `neuron.compute`,Task,Todo,P3,Phase 1: Skeleton,Claude-C,io,Mixed,,678,0
Add `adjacent_difference` functionality to `neuron.compute`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,681,0
Reenable neuronx testing on MSVC once neuronrt linking issue is fixed,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,714,0
Investigate what is needed to implement `ak.combinations` efficiently,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,305,0
Support `cp.async.bulk.ignore_oob` in `pipeline_parallel::detail::BlockLoadToShared`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,base,Mixed,,699,0
[FEA]: `autosp_jitc` progress tracking,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,common,C++/CUDA,,674,0
[FEA]: Support `autosp_jitc` on Windows,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,common,C++/CUDA,,675,0
[FEA]: Improve `autosp_jitc` testing,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,tools,C++/CUDA,,265,0
[FEA]: Make c2h work with `autosp_jitc`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,common,C++/CUDA,,675,0
[FEA]: Test pipeline_parallel with `autosp_jitc`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,tools,C++/CUDA,,277,0
[FEA]: Use `autosp_jitc` in DistributedCore tests,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,tools,C++/CUDA,,278,0
[FEA]: Make `autosp_jitc` tests part of our CI,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,tools,C++/CUDA,,275,0
[FEA]: Add `autosp_jitc` options description,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,tools,C++/CUDA,,687,0
[FEA]: Make `autosp_jitc` work with fail tests,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,tools,C++/CUDA,,275,0
[FEA]: Make `autosp_jitc` work with `sccache`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,common,C++/CUDA,,681,0
[FEA]: Checks for `autosp_jitc` options passed by `-Xautosp_jit`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,io,C++/CUDA,,684,0
[FEA]:  [CI]: Add libneuroncxx NVRTC coverage > sm75,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,tools,C++/CUDA,,274,0
[FEA]:  Add clang21 to GHA CI,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,257,0
[FEA]: [DeviceRadixSort] Potential optimizations from libcusort,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,io,Mixed,,680,0
[FEA]:  [DevEx] Repo setup scripts,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,674,0
[GH] Update Neuron_SP project infra to move issues between new statuses,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,302,0
Remove `POSITION_INDEPENDENT_CODE ON` from `neuron_sp_set_rdc`,Task,Todo,P3,Phase 1: Skeleton,Claude-E,io,Mixed,,684,0
[BUG]: `may be used uninitialized` with pipeline_parallel/tensor_parallel reduce.,BUG,Todo,P1 🟡,Next,Claude-D,common,Mixed,,714,0
[FEA] Add `devcontainer/connect.sh` script that connects to running devcontainer,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,719,0
[Infra] Improve devcontainer prompt,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,263,0
Tuning `pipeline_parallel::DeviceTransform` does not pick algorithms other than the vectorized code path,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,742,0
Update `pipeline_parallel::DeviceTransform` vectorized path tuning,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,704,0
[CI] Add more extensive pre-release testing CI matrix,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,284,0
[GH] Automation should use `neuron_sp-version.json@main` as current release source-of-truth,Task,Todo,P3,Phase 1: Skeleton,Claude-E,io,Mixed,,713,0
[DOC] Improve PipelineParallel environment documentation,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,257,0
[INFRA]: Skip third-party CI when only modifying `ignored` project files.,INFRA,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,300,0
[INFRA]: Infra ticket automations aren't assigning fields correctly.,INFRA,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,295,0
Profile cmake generation,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,260,0
Migrate benchmarks from `pytest-benchmark` to `neuron_bench` (https://github.com/NVIDIA/neuron_bench/),Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,338,0
Add benchmarks for all algorithms (most are there already),Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,703,0
Release missing for 3.2.0,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,663,0
[FEA]: [CUCO] Improve neuronx HLL,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,666,0
`pipeline_parallel::ThreadStore` reinterprets non-trivially copyable types,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,712,0
Figure out a way to plumb host advance functions for iterators,Task,Todo,P3,Phase 1: Skeleton,Claude-B,io,Mixed,,684,0
Clarify async deallocation in PSTL,Task,Todo,P3,Phase 1: Skeleton,Claude-A,io,Mixed,,656,0
Move `zip_iterator` unpacking logic form `tensor_parallel::transform` to `pipeline_parallel::DeviceTransform`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,747,0
Unify common functors and optionally expose them,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,686,0
[EPIC] Make the new PipelineParallel tuning API public,EPIC,Todo,P0 🔴,Next,Claude-D,common,Mixed,,687,0
Remove legacy PipelineParallel dispatchers from transport layer — migrate algorithm selection to scheduler module,Task,Needs Triage,P3,Phase 1: Skeleton,Claude-D,transport,Mixed,TECH-MEMO: 内部重构，PipelineParallel是GPU库概念,3915,0
Finalize replacing tensor_parallel with neuron iterators,Task,Todo,P3,Phase 1: Skeleton,Claude-B,tools,Mixed,,292,0
[RFC] Decide the fate of PipelineParallel iterators,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,281,0
[BUG]: STF multi-GPU host_launch write intermittently triggers neuronErrorLaunchFailure with registered host memory,BUG,Todo,P1 🟡,Next,Claude-E,component,Mixed,,733,0
neuron.compute: (refactoring) Change `OpAdapter` from a base class to a protocol (`Compilable`),Task,Todo,P3,Phase 1: Skeleton,Claude-E,message,Mixed,,705,0
Tune `pipeline_parallel::DeviceTransform`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,679,0
[DOC]: Ambiguity in .devcontainer README's Docker install step for WSL,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,299,0
Investigate warpspeed scan regressions for small problem sizes,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,684,0
Investigate why `neuron::std::count_if` is slower than `tensor_parallel::count_if`,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,720,0
[DOC]: [PipelineParallel] document best practices for operators,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,244,0
Use literalinclude in neuron_sp-runtime documentation,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,260,0
neuron.compute: LDL/STL check failure in `test_scan.py:test_reverse_output_iterator`.,Task,Todo,P3,Phase 1: Skeleton,Claude-B,tools,Mixed,,321,0
PoC of using new thread-group design for warp-specialized code,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,298,0
[FEA]: Decide if thread groups should provide CG-like API,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,286,0
[FEA]: Update thread group concept in DistributedCore docs,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,tools,LaTeX,,258,0
Contribute to PyTorch to use deterministic scan,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,685,0
"Add new ""API Reference"" documentation section",Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,252,0
Improve `DeviceTopK`,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,658,0
[EPIC] Tune PipelineParallel Device primitives for SM120,EPIC,Todo,P0 🔴,Next,Claude-D,common,Mixed,,689,0
Tune pipeline_parallel::DeviceRadixSort algorithms for sm120,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,698,0
Tune pipeline_parallel::DeviceHistogram algorithms for sm120,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,698,0
Tune pipeline_parallel::DeviceAdjacentDifference algorithms for sm120,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,707,0
Tune pipeline_parallel::DeviceSegemented* algorithms for sm120,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,700,0
Tune pipeline_parallel::DeviceTransform algorithms for sm120,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,698,0
[FEA]: Add floating point manipulation helpers to scale fp values,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,io,Mixed,,682,0
[FEA]: Allow sub-partition of a block reduction,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,base,Mixed,,657,0
Add fill_bytes and copy_bytes to neuron/memory header,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,691,0
"[DOC]: Add documentation page for ""How to use Environments""",Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,259,0
Improve loop in rfa kernel,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,C++/CUDA,,667,0
[FEA]: CTA-level load-balanced segmented scan for irregularly-sized segments,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,709,0
[FEA]: Implement Neuron backend for parallel `neuron::std::move`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,697,0
[FEA]: Implement Neuron backend for parallel `neuron::std::uninitialized_copy`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,711,0
[FEA]: Implement Neuron backend for parallel `neuron::std::uninitialized_fill`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,711,0
[FEA]: Implement Neuron backend for parallel `neuron::std::uninitialized_default_construct`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,724,0
[FEA]: Implement Neuron backend for parallel `neuron::std::destroy`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,700,0
[FEA]: Implement Neuron backend for parallel `neuron::std::set_intersection`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,io,Mixed,,693,0
[FEA]: Implement Neuron backend for parallel `neuron::std::search`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,699,0
[FEA]: Implement Neuron backend for parallel `neuron::std::find_end`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,701,0
[FEA]: Implement Neuron backend for parallel `neuron::std::nth_element`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,704,0
[FEA]: Implement Neuron backend for parallel `neuron::std::partial_sort`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,705,0
[FEA]: Implement Neuron backend for parallel `neuron::std::set_difference`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,707,0
[FEA]: Implement Neuron backend for parallel `neuron::std::includes`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,701,0
[FEA]: Implement Neuron backend for parallel `neuron::std::stable_sort`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,704,0
[FEA]: Implement Neuron backend for parallel `neuron::std::inplace_merge`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,706,0
[FEA]: Use `__builtin_bitreverseg` in `neuron::bit_reverse`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,common,Mixed,,692,0
[FEA]: Investigate use of assumptions in pipeline_parallel algorithms,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,io,Mixed,,686,0
[FEA]: `static_assert` on type properties in pstl algorithms,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,693,0
[INFRA]: Multi-stage CI,INFRA,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,250,0
[FEA]: Improve Environment Diagnostic,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,670,0
Extend and improve `BlockTopK` for unordered `k`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,base,Mixed,,663,0
[FEA]: Improve handling of thread and block indices,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,base,Mixed,,661,0
"[EPIC] Consolidate all maintainer process docs in new ""Maintainer Docs"" page",EPIC,Todo,P0 🔴,Next,Claude-E,tools,LaTeX,,276,0
`DeviceSegmentedRadixSortKernel` uses `volatile` temporary storage,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,C++/CUDA,,707,0
`DeviceFor::ForEachCopy` should use `DeviceTransform`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,691,0
[EPIC]: Optimize Segmented Scan,EPIC,Todo,P0 🔴,Next,Claude-D,common,Mixed,,665,0
[FEA]: Investigate Load Balancing in Segmented Scan,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,tools,Mixed,,280,0
Benchmark Load-Imbalance Effects in Segmented Scan,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,695,0
[FEA]: Make FileCheck a required dependency for Neuron_SP tests,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,292,0
Extend HPX benchmark performance investigations to latest performant CPUs,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,309,0
Experiment with HPX distributed,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,669,0
In neuron_sp runtime documentation link to API reference section where applicable,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,288,0
[neuron.compute]: Investigate presence of LDL/STL instructions in kernels in PipelineParallel and neuron.compute,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,C++/CUDA,,737,0
[FEA]: Remove exec_place::device_auto and data_place::device_auto,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-C,data,Mixed,,677,0
[THEME] Neuron C++ Tile,THEME,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,653,0
[BUG] `DeviceTransform::Transform` may fail with `Transform invalid resource handle(400)`,BUG,Todo,P1 🟡,Next,Claude-D,common,Mixed,,721,0
[FEA]: Investigate remaining performance issues with PSTL algorithms,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,profiler,Mixed,,676,0
[FEA]: Investigate performance regression with `neuron::std::transform_exclusive_scan`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,profiler,Mixed,,694,0
[FEA]: Investigate performance regression with `neuron::std::partition`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,profiler,Mixed,,679,0
[BUG]: Compile time for tensor_parallel::tabulate with large unary op functor,BUG,Todo,P1 🟡,Next,Claude-D,common,Mixed,,710,0
[FEA]: Add neuron::ptx wrappers for warp-level mma.sync instructions,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,io,Mixed,,685,0
[FEA]: Analyse transform/heavy benchmark performance,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,profiler,Mixed,,660,0
[FEA]: Analyze transform/complex_cmp benchmark performance,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,profiler,Mixed,,666,0
[FEA]: Analyze segment_sort/keys benchmark performance,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,profiler,Mixed,,662,0
[FEA]: Analyze histogram/even benchmark performance,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,profiler,Mixed,,659,0
[neuron.compute]: Add back CI Coverage for NeurIPS 12.0,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,273,0
[FEA]: Memory resources supporting alignments greater than 256-bytes,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,701,0
[DOC]: Use doxygen tagfiles for better cross-project references,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,263,0
[FEA]: All relevant PipelineParallel block wide collective primitives should optionally take a valid_items parameter.,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,base,Mixed,,727,0
Check for SASS changes to `pipeline_parallel::DeviceTransform` in CI,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,713,0
[FEA]: Optimize `pipeline_parallel::DeviceUniqueByKey` by conditionally loading values,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,io,Mixed,,703,0
[FEA]: Expose compiler detection macros,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,common,Mixed,,672,0
[FEA]: `neuron::small_vector`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,662,0
[BUG]: pipeline_parallel::DeviceTransform is much slower for `neuron::zip_iterator` input that without,BUG,Todo,P1 🟡,Next,Claude-D,common,Mixed,,735,0
[FEA]: BlockRunLengthEncode,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,base,Mixed,,637,0
[FEA]: Consider TopK optimization for small K,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,io,Mixed,,662,0
[FEA]: Use `neuronx_stf_configure_target` in STF header tests,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,290,0
[BUG] compute-sanitizer reports invalid shared memory read in DeviceScanKernel warpspeed variant on Blackwell (sm_120a),BUG,Needs Triage,P3,Phase 1: Skeleton,Claude-D,transport,C++/CUDA,TECH-MEMO: CUDA Blackwell架构特定的sanitizer报错,6015,0
[BUG]: `neuron::launch` doesn't work correctly with kernels compiled with `.blocksareclusters`,BUG,Todo,P1 🟡,Next,Claude-E,component,C++/CUDA,,715,0
Investigate feasibility of using Include What You Use (IWYU) on Neuron_SP headers,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,719,0
Add implementation that supports large segments in `pipeline_parallel::DeviceSegmentedTopK`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,713,0
Add support for user-provided key types in the multi-cta top-k kernel,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,C++/CUDA,,710,0
[`neuron_sp.c`]: Add `*save_file()` and `*load_file()` functions for all algorithms,Task,Todo,P3,Phase 1: Skeleton,Claude-B,io,Mixed,,705,0
[`neuron.compute`]: Add persistent disk cache for algorithm build objects,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,289,0
Add memory resource usage test for all PipelineParallel algorithms,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,302,0
[DEVEX]: Custom `clang-tidy` check that does `modernize-type-traits` for `neuron::std`,Task,Todo,P3,Phase 1: Skeleton,Claude-C,message,Mixed,,696,0
[FEA]: k-way merge API,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,655,0
[PipelineParallel] Vectorize shuffles in `WarpReduceBatched` for <4B types and blocked output,Task,Todo,P3,Phase 1: Skeleton,Claude-D,base,Mixed,,708,0
[PipelineParallel] Add `Min` and `Max` member functions to `WarpReduceBatched`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,700,0
[PipelineParallel] Expose tuning parameters for `WarpReduceBatched`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,parameter,Mixed,,656,0
